Datum,Unternehmenscode,Schlusspreis
2024-05-16,SQNXF,32.3920
2024-05-15,SQNXF,33.1900
2024-05-14,SQNXF,33.7300
2024-05-13,SQNXF,38.8600
2024-05-10,SQNXF,39.4500
2024-05-09,SQNXF,39.4500
2024-05-08,SQNXF,39.4500
2024-05-07,SQNXF,39.4500
2024-05-06,SQNXF,40.1100
2024-05-03,SQNXF,40.1100
2024-05-02,SQNXF,35.5400
2024-05-01,SQNXF,35.5400
2024-04-30,SQNXF,35.5400
2024-04-29,SQNXF,35.8900
2024-04-26,SQNXF,35.7500
2024-04-25,SQNXF,35.7500
2024-04-24,SQNXF,35.7500
2024-04-23,SQNXF,35.7500
2024-04-22,SQNXF,35.7500
2024-04-19,SQNXF,36.0000
2024-04-18,SQNXF,36.0000
2024-04-17,SQNXF,36.0000
2024-04-16,SQNXF,36.0000
2024-04-15,SQNXF,36.0000
2024-04-12,SQNXF,36.0000
2024-04-11,SQNXF,36.0000
2024-04-10,SQNXF,36.0000
2024-04-09,SQNXF,36.4500
2024-04-08,SQNXF,36.4500
2024-04-05,SQNXF,37.0000
2024-04-04,SQNXF,37.0000
2024-04-03,SQNXF,37.0000
2024-04-02,SQNXF,38.8000
2024-04-01,SQNXF,38.8000
2024-03-28,SQNXF,38.8000
2024-03-27,SQNXF,38.8000
2024-03-26,SQNXF,38.8000
2024-03-25,SQNXF,39.6700
2024-03-22,SQNXF,42.0000
2024-03-21,SQNXF,42.0000
2024-03-20,SQNXF,42.0000
2024-03-19,SQNXF,42.0000
2024-03-18,SQNXF,42.0000
2024-03-15,SQNXF,39.5300
2024-03-14,SQNXF,39.1850
2024-03-13,SQNXF,39.1850
2024-03-12,SQNXF,39.1850
2024-03-11,SQNXF,39.1900
2024-03-08,SQNXF,39.1850
2024-03-07,SQNXF,40.0000
2024-03-06,SQNXF,40.2000
2024-03-05,SQNXF,40.1700
2024-03-04,SQNXF,43.3300
2024-03-01,SQNXF,43.3300
2024-02-29,SQNXF,43.3300
2024-02-28,SQNXF,43.0100
2024-02-27,SQNXF,44.6700
2024-02-26,SQNXF,44.6700
2024-02-23,SQNXF,44.6600
2024-02-22,SQNXF,44.6700
2024-02-21,SQNXF,44.6700
2024-02-20,SQNXF,42.2275
2024-02-16,SQNXF,42.2275
2024-02-15,SQNXF,42.2275
2024-02-14,SQNXF,42.2275
2024-02-13,SQNXF,42.2275
2024-02-12,SQNXF,42.5350
2024-02-09,SQNXF,42.5350
2024-02-08,SQNXF,42.5350
2024-02-07,SQNXF,41.1600
2024-02-06,SQNXF,41.1600
2024-02-05,SQNXF,41.3000
2024-02-02,SQNXF,38.0900
2024-02-01,SQNXF,38.4000
2024-01-31,SQNXF,38.1800
2024-01-30,SQNXF,38.1800
2024-01-29,SQNXF,38.1800
2024-01-26,SQNXF,40.0000
2024-01-25,SQNXF,38.4000
2024-01-24,SQNXF,38.4000
2024-01-23,SQNXF,38.4000
2024-01-22,SQNXF,38.4000
2024-01-19,SQNXF,38.4000
2024-01-18,SQNXF,38.4000
2024-01-17,SQNXF,38.4000
2024-01-16,SQNXF,38.4000
2024-01-12,SQNXF,38.4000
2024-01-11,SQNXF,36.0650
2024-01-10,SQNXF,36.0650
2024-01-09,SQNXF,36.0650
2024-01-08,SQNXF,36.0650
2024-01-05,SQNXF,36.0700
2024-01-04,SQNXF,36.5500
2024-01-03,SQNXF,36.5500
2024-01-02,SQNXF,36.1200
2023-12-29,SQNXF,36.1200
2023-12-28,SQNXF,36.1200
2023-12-27,SQNXF,32.9020
2023-12-26,SQNXF,32.9020
2023-12-22,SQNXF,33.5750
2023-12-21,SQNXF,33.5750
2023-12-20,SQNXF,33.5750
2023-12-19,SQNXF,33.5800
2023-12-18,SQNXF,33.0000
2023-12-15,SQNXF,34.5000
2023-12-14,SQNXF,34.5000
2023-12-13,SQNXF,34.5000
2023-12-12,SQNXF,34.5820
2023-12-11,SQNXF,34.5820
2023-12-08,SQNXF,34.5820
2023-12-07,SQNXF,34.5820
2023-12-06,SQNXF,34.5800
2023-12-05,SQNXF,34.8200
2023-12-04,SQNXF,34.8200
2023-12-01,SQNXF,34.8200
2023-11-30,SQNXF,33.9600
2023-11-29,SQNXF,33.9600
2023-11-28,SQNXF,33.9600
2023-11-27,SQNXF,33.9600
2023-11-24,SQNXF,33.9600
2023-11-22,SQNXF,33.9600
2023-11-21,SQNXF,33.9600
2023-11-20,SQNXF,33.9600
2023-11-17,SQNXF,34.7500
2023-11-16,SQNXF,33.0000
2023-11-15,SQNXF,33.0000
2023-11-14,SQNXF,33.0000
2023-11-13,SQNXF,33.0000
2023-11-10,SQNXF,33.0000
2023-11-09,SQNXF,33.0000
2023-11-08,SQNXF,33.0000
2023-11-07,SQNXF,33.0000
2023-11-06,SQNXF,33.0000
2023-11-03,SQNXF,33.0000
2023-11-02,SQNXF,33.0000
2023-11-01,SQNXF,33.0000
2023-10-31,SQNXF,33.0000
2023-10-30,SQNXF,33.0000
2023-10-27,SQNXF,33.5900
2023-10-26,SQNXF,33.5900
2023-10-25,SQNXF,33.5900
2023-10-24,SQNXF,33.5900
2023-10-23,SQNXF,33.5900
2023-10-20,SQNXF,33.0000
2023-10-19,SQNXF,33.0000
2023-10-18,SQNXF,33.0000
2023-10-17,SQNXF,33.0000
2023-10-16,SQNXF,34.1700
2023-10-13,SQNXF,34.1700
2023-10-12,SQNXF,34.1700
